id,loan_amnt_USD,funded_amnt_USD,int_rate,installment_USD,total_pymnt_USD,Exchange_Rate,loan_amnt_EUR,funded_amnt_EUR,installment_EUR,total_pymnt_EUR,Issue_date,loan_status,term,sub_grade,verification_status,addr_state
41480201.0,12725.0,12725.0,0.17859999999999998,322.17,14262.61,1.0830246210098267,11749.50204560912,11749.50204560912,297.47246161366525,13169.238928937139,3.0,1.0,60.0,20.0,1.0,2.0
58390667.0,22900.0,22900.0,0.1999,606.59,2982.09,1.1340054273605347,20193.90687864794,20193.90687864794,534.9092564855483,2629.6964088972595,8.0,1.0,60.0,24.0,0.0,1.0
57155656.0,4000.0,4000.0,0.06,131.97,672.29,1.1056866943836212,3617.6613323811857,3617.6613323811857,119.35569150858626,608.0293842866369,0.0,1.0,36.0,10.0,1.0,2.0
49218915.0,16875.0,16875.0,0.19190000000000002,439.52,2736.06,1.122296690940857,15036.13094132279,15036.13094132279,391.62549756030774,2437.9114917520374,6.0,1.0,60.0,23.0,1.0,2.0
50364957.0,14400.0,14400.0,0.06,446.35,3118.64,1.122296690940857,12830.831736595448,12830.831736595448,397.7112323353735,2778.8017421538907,6.0,1.0,36.0,4.0,0.0,2.0
65985055.0,12000.0,12000.0,0.06,371.96,0.0,1.093398094177246,10974.959682026602,10974.959682026602,340.1871669438845,0.0,12.0,1.0,36.0,4.0,0.0,1.0
61772655.0,20150.0,20150.0,0.06,642.37,1274.47,1.100897192955017,18303.25313657452,18303.25313657452,583.4968097936165,1157.6648647627856,10.0,1.0,36.0,7.0,1.0,2.0
59230683.0,21000.0,21000.0,0.06,657.0,12609.59,1.1255937814712524,18656.819490021622,18656.819490021622,583.6919240449621,11202.611641580083,9.0,1.0,36.0,5.0,0.0,2.0
58030770.0,13200.0,13200.0,0.06,403.01,2010.47,1.1340054273605347,11640.155930050341,11640.155930050341,355.38630616436274,1772.8927494460843,8.0,1.0,36.0,2.0,0.0,2.0
65676913.0,15000.0,15000.0,0.06,457.97,447.57,1.0583018064498901,14173.650567901814,14173.650567901814,432.74045003879957,422.9133856450543,11.0,1.0,60.0,2.0,0.0,4.0
63177012.0,11250.0,11250.0,0.06,377.38,738.9,1.1056866943836212,10174.672497322084,10174.672497322084,341.308258403503,668.2724896241145,0.0,1.0,36.0,12.0,1.0,2.0
41021489.0,16400.0,16400.0,0.06,381.52,3789.71,1.0830246210098267,15142.776703181891,15142.776703181891,352.27269315841187,3499.190993891186,3.0,1.0,60.0,14.0,1.0,1.0
60417140.0,8400.0,8400.0,0.06,262.8,1047.52,1.1056866943836212,7597.08879800049,7597.08879800049,237.6803495374439,947.393149723985,0.0,1.0,36.0,5.0,1.0,1.0
43125650.0,28000.0,28000.0,0.19519999999999998,734.38,7313.44,1.0830246210098267,25853.52120055445,25853.52120055445,678.0824606879705,6752.792003177961,3.0,1.0,60.0,23.0,1.0,2.0
65662544.0,20000.0,20000.0,0.15410000000000001,480.12,454.44,1.0583018064498901,18898.200757202416,18898.200757202416,453.67020737740125,429.40491760515334,11.0,1.0,60.0,16.0,1.0,1.0
40298097.0,1000.0,13000.0,0.1649,460.2,5038.38,1.1205360889434814,892.429980495201,11601.589746437614,410.6962770238915,4496.401365127411,2.0,1.0,36.0,18.0,1.0,2.0
66464411.0,18000.0,18000.0,0.15410000000000001,432.11,0.0,1.093398094177246,16462.439523039902,16462.439523039902,395.1991523500429,0.0,12.0,1.0,60.0,20.0,1.0,1.0
65404741.0,10000.0,10000.0,0.06,329.72,313.76,1.0583018064498901,9449.100378601208,9449.100378601208,311.5557376832391,296.4749734789915,11.0,1.0,36.0,10.0,1.0,3.0
51880826.0,6000.0,6000.0,0.06,196.41,1347.39,1.122296690940857,5346.179890248103,5346.179890248103,175.00719870727167,1200.5648870535654,6.0,1.0,36.0,9.0,1.0,4.0
59543019.0,24000.0,24000.0,0.21989999999999998,662.72,2621.56,1.1255937814712524,21322.079417167566,21322.079417167566,588.7736863060537,2329.046271536242,9.0,0.0,60.0,26.0,1.0,2.0
57862311.0,21600.0,21600.0,0.06,724.57,3607.62,1.1340054273605347,19047.52788553692,19047.52788553692,638.9475592603467,3181.3075254824403,8.0,1.0,36.0,12.0,0.0,2.0
61478852.0,8400.0,8400.0,0.1699,299.45,890.42,1.1056866943836212,7597.08879800049,7597.08879800049,270.8271714953865,805.3095008947138,0.0,1.0,36.0,18.0,1.0,2.0
41183017.0,17550.0,17550.0,0.2167,481.43,20450.2,1.1205360889434814,15662.146157690779,15662.146157690779,429.6425655098046,18250.37158712296,2.0,1.0,60.0,25.0,1.0,3.0
46786916.0,6000.0,6000.0,0.06,201.27,1431.89,1.0960345268249512,5474.280100811337,5474.280100811337,183.63472598171631,1306.4278222584578,5.0,1.0,36.0,12.0,1.0,2.0
65642870.0,12000.0,12000.0,0.06,382.55,0.0,1.0583018064498901,11338.920454321451,11338.920454321451,361.47533498338925,0.0,11.0,1.0,36.0,7.0,1.0,2.0
66632123.0,21000.0,21000.0,0.1367,714.37,682.47,1.093398094177246,19206.179443546553,19206.179443546553,653.3484956707786,624.1733945160579,12.0,1.0,36.0,14.0,1.0,2.0
52199534.0,12000.0,12000.0,0.06,31.42,1693.57,1.122296690940857,10692.359780496206,10692.359780496206,27.996162025265903,1509.0216461212467,6.0,1.0,60.0,5.0,0.0,2.0
39730671.0,35000.0,35000.0,0.06,796.18,8732.72,1.1287955045700073,31006.501937950725,31006.501937950725,705.3359060845031,7736.317131530887,1.0,1.0,60.0,12.0,1.0,1.0
56622510.0,3600.0,3600.0,0.1699,128.34,642.83,1.0939244031906128,3290.9038225127806,3290.9038225127806,117.32072127258064,587.636584507192,7.0,1.0,36.0,18.0,1.0,2.0
65692571.0,13000.0,13000.0,0.06,264.72,0.0,1.0583018064498901,12283.83049218157,12283.83049218157,250.13658522233123,0.0,11.0,1.0,60.0,6.0,0.0,2.0
46295185.0,11000.0,11000.0,0.06,360.08,3227.29,1.1114321947097778,9897.139971613266,9897.139971613266,323.97837827077313,2903.721896271616,4.0,1.0,36.0,9.0,1.0,2.0
58832358.0,9500.0,9500.0,0.06,294.47,1197.04,1.1340054273605347,8377.384949657444,8377.384949657444,259.6724785395397,1055.585776856626,8.0,1.0,36.0,4.0,1.0,2.0
53222282.0,18850.0,18850.0,0.20989999999999998,509.85,3190.98,1.0939244031906128,17231.5380706572,17231.5380706572,466.0742538633726,2917.002299878287,7.0,1.0,60.0,25.0,1.0,4.0
48276008.0,7500.0,7500.0,0.06,239.1,1908.98,1.0960345268249512,6842.850126014171,6842.850126014171,218.15006201733178,1741.7152044744712,5.0,0.0,36.0,7.0,0.0,3.0
39299787.0,29850.0,29850.0,0.1649,733.69,8222.65,1.1287955045700073,26444.11665279512,26444.11665279512,649.9760116244306,7284.446090288301,1.0,1.0,60.0,18.0,0.0,3.0
47551165.0,30000.0,30000.0,0.23989999999999997,31.42,6862.98,1.0960345268249512,27371.400504056684,27371.400504056684,28.66698012791537,6261.645807711031,5.0,1.0,60.0,27.0,1.0,2.0
61712601.0,18025.0,18025.0,0.06,403.61,1229.28,1.100897192955017,16373.00931944197,16373.00931944197,366.61915625076136,1116.6165268351526,10.0,1.0,60.0,11.0,0.0,4.0
65594568.0,2100.0,2100.0,0.06,68.75,68.11,1.0583018064498901,1984.311079506254,1984.311079506254,64.9625651028833,64.35782267865284,11.0,1.0,60.0,9.0,1.0,3.0
50567210.0,30000.0,30000.0,0.1757,1078.12,3205.08,1.122296690940857,26730.899451240515,26730.899451240515,960.6372438790474,2855.8223737727317,6.0,0.0,36.0,20.0,1.0,2.0
62347203.0,11200.0,11200.0,0.06,399.26,1176.64,1.100897192955017,10173.52035382802,10173.52035382802,362.6678336133371,1068.800981172161,10.0,1.0,36.0,18.0,1.0,2.0
43924642.0,18150.0,18150.0,0.1757,456.66,4074.51,1.1114321947097778,16330.280953161888,16330.280953161888,410.8752672215376,3665.99961688527,4.0,1.0,60.0,19.0,0.0,3.0
41226723.0,15125.0,15125.0,0.1699,375.82,3743.92,1.1205360889434814,13498.003454989916,13498.003454989916,335.39303526970644,3341.186452575593,2.0,1.0,60.0,18.0,1.0,3.0
38448211.0,8000.0,1000.0,0.06,253.18,3034.31,1.1287955045700073,7087.200442960166,885.9000553700207,224.29217601858187,2688.0953970098076,1.0,1.0,36.0,6.0,0.0,2.0
63158279.0,7200.0,1000.0,0.06,241.53,477.98,1.100897192955017,6540.12022746087,908.3500315917876,219.39378313036445,434.1731481002426,10.0,1.0,36.0,12.0,1.0,2.0
66520424.0,9800.0,1000.0,0.06,315.12,0.0,1.093398094177246,8962.883740321724,914.5799735022167,288.2024412500185,0.0,12.0,1.0,36.0,8.0,1.0,4.0
38467857.0,10000.0,10000.0,0.06,336.9,11072.03,1.1287955045700073,8859.000553700207,8859.000553700207,298.45972865415996,9808.711990058531,1.0,1.0,36.0,12.0,0.0,3.0
55968781.0,16750.0,16750.0,0.1757,421.44,2090.85,1.1340054273605347,14770.652411238123,14770.652411238123,371.6384329666982,1843.774244420133,8.0,1.0,60.0,19.0,0.0,2.0
65089289.0,30000.0,30000.0,0.06,989.14,969.99,1.093398094177246,27437.3992050665,27437.3992050665,904.6476349899826,887.1334284974153,12.0,1.0,36.0,10.0,1.0,4.0
65403660.0,12500.0,12500.0,0.06,387.46,374.86,1.0583018064498901,11811.375473251512,11811.375473251512,366.1148432692824,354.2089767922449,11.0,1.0,36.0,4.0,1.0,3.0
40372163.0,25000.0,25000.0,0.17859999999999998,632.94,6937.53,1.1205360889434814,22310.749512380025,22310.749512380025,564.8546318546325,6191.259762584872,2.0,1.0,60.0,20.0,1.0,4.0
53040428.0,7700.0,7700.0,0.06,254.03,1514.32,1.0939244031906128,7038.877620374559,7038.877620374559,232.2189716758116,1384.3004101409872,7.0,1.0,36.0,10.0,0.0,2.0
59210835.0,1000.0,15200.0,0.06,330.41,1312.36,1.1255937814712524,888.4199757153153,13503.983630872792,293.54284417609733,1165.9268393297511,9.0,1.0,60.0,9.0,1.0,1.0
64872909.0,20000.0,20000.0,0.06,450.88,880.78,1.0583018064498901,18898.200757202416,18898.200757202416,426.04103787037127,832.2578631464372,11.0,1.0,60.0,12.0,0.0,0.0
58410618.0,35000.0,35000.0,0.1699,1247.68,4924.65,1.1340054273605347,30864.04981452742,30864.04981452742,1100.2416477882737,4342.704083403213,8.0,1.0,36.0,18.0,0.0,4.0
44755624.0,25000.0,25000.0,0.06,505.6,4033.84,1.1114321947097778,22493.499935484695,22493.499935484695,454.9085426952425,3629.4071911902233,4.0,1.0,60.0,5.0,1.0,3.0
55130401.0,4800.0,4800.0,0.1699,171.11,851.02,1.0939244031906128,4387.871763350375,4387.871763350375,156.41848696393387,777.9513808430074,7.0,1.0,36.0,18.0,1.0,1.0
37978181.0,12000.0,12000.0,0.1431,31.42,7548.35,1.1287955045700073,10630.800664440249,10630.800664440249,27.834979739726055,6687.083682952297,1.0,1.0,36.0,14.0,0.0,2.0
43106337.0,35000.0,35000.0,0.06,760.82,6826.01,1.1114321947097778,31490.899909678574,31490.899909678574,684.5401848366187,6141.634219784715,4.0,1.0,60.0,9.0,1.0,2.0
65332148.0,24000.0,24000.0,0.1318,548.29,1079.01,1.0583018064498901,22677.840908642902,22677.840908642902,518.0847246583256,1019.567379951449,11.0,1.0,60.0,13.0,1.0,2.0
59199592.0,22800.0,22800.0,0.1333,771.86,3070.56,1.1255937814712524,20255.97544630919,20255.97544630919,685.7358424556232,2727.9468406324186,9.0,1.0,36.0,13.0,0.0,3.0
40582979.0,24000.0,24000.0,0.06,790.74,9501.41,1.1205360889434814,21418.319531884827,21418.319531884827,705.6800827767753,8479.343140976907,2.0,1.0,36.0,10.0,1.0,2.0
44085228.0,16000.0,16000.0,0.1884,413.65,3706.1,1.0830246210098267,14773.440686031114,14773.440686031114,381.9396087360481,3421.9905329062444,3.0,1.0,60.0,22.0,1.0,2.0
46777111.0,12000.0,12000.0,0.06,392.81,3135.15,1.0960345268249512,10948.560201622675,10948.560201622675,358.39199439995025,2860.448209676444,5.0,1.0,36.0,10.0,0.0,1.0
46349070.0,8000.0,8000.0,0.06,268.36,8535.35,1.1114321947097778,7197.919979355102,7197.919979355102,241.45422570746692,7679.595786973572,4.0,1.0,36.0,12.0,1.0,3.0
46486249.0,19200.0,19200.0,0.06,407.85,3241.49,1.1114321947097778,17275.007950452244,17275.007950452244,366.9589579474973,2916.498204234971,4.0,1.0,60.0,8.0,0.0,3.0
61522878.0,18500.0,18500.0,0.06,402.15,1178.21,1.100897192955017,16804.475584448068,16804.475584448068,365.2929652046373,1070.22709072176,10.0,1.0,60.0,9.0,0.0,1.0
63823540.0,14000.0,14000.0,0.1757,352.25,947.42,1.0583018064498901,13228.740530041692,13228.740530041692,332.8445608362276,895.2266680694357,11.0,1.0,60.0,20.0,1.0,3.0
61394215.0,20750.0,20750.0,0.06,661.49,1359.97,1.100897192955017,18848.263155529592,18848.263155529592,600.8644623976516,1235.3287924638832,10.0,1.0,36.0,10.0,1.0,4.0
56009236.0,8200.0,8200.0,0.1465,282.86,8549.16,1.0939244031906128,7495.947595723556,7495.947595723556,258.57362645443476,7815.1287009092675,7.0,1.0,36.0,15.0,1.0,4.0
44856133.0,20400.0,20400.0,0.1699,506.89,4580.64,1.1114321947097778,18354.69594735551,18354.69594735551,456.0692072919135,4121.385021779145,4.0,1.0,60.0,18.0,1.0,4.0
67838623.0,16000.0,1000.0,0.1655,566.87,0.0,1.093398094177246,14633.279576035467,914.5799735022167,518.4479495792016,0.0,12.0,1.0,36.0,17.0,1.0,2.0
63290338.0,13500.0,13500.0,0.23989999999999997,388.29,659.63,1.100897192955017,12262.725426489133,12262.725426489133,352.7032337667752,599.1749313388908,10.0,1.0,60.0,28.0,1.0,2.0
56300327.0,24375.0,24375.0,0.2299,687.01,3403.92,1.1340054273605347,21494.6061208316,21494.6061208316,605.8260246593852,3001.678755561891,8.0,1.0,60.0,30.0,1.0,2.0
38311414.0,15000.0,15000.0,0.1366,346.39,4145.3,1.1287955045700073,13288.50083055031,13288.50083055031,306.8669201796215,3672.321499525347,1.0,1.0,60.0,13.0,0.0,2.0
38626358.0,8000.0,8000.0,0.1431,274.63,3014.57,1.1287955045700073,7087.200442960166,7087.200442960166,243.2947322062688,2670.6077299168037,1.0,1.0,36.0,14.0,1.0,2.0
66433648.0,10000.0,10000.0,0.06,325.69,319.78,1.093398094177246,9145.799735022167,9145.799735022167,297.86955156993696,292.46438392653886,12.0,1.0,36.0,9.0,0.0,1.0
43749561.0,28375.0,28375.0,0.1399,969.66,8704.89,1.0830246210098267,26199.773716633303,26199.773716633303,895.325905976058,8037.573505839086,3.0,1.0,36.0,14.0,1.0,3.0
52738877.0,13150.0,13150.0,0.17859999999999998,474.49,0.0,1.122296690940857,11717.044259460426,11717.044259460426,422.7848160206371,0.0,6.0,1.0,36.0,20.0,1.0,4.0
48212284.0,1000.0,23000.0,0.1825,587.19,4650.88,1.0960345268249512,912.3800168018895,20984.74038644346,535.7404220659016,4243.369972543572,5.0,1.0,60.0,21.0,1.0,4.0
63415193.0,5400.0,5400.0,0.06,179.49,0.0,1.0583018064498901,5102.514204444653,5102.514204444653,169.6019026955131,0.0,11.0,1.0,36.0,11.0,1.0,4.0
61470409.0,10400.0,10400.0,0.1399,355.4,1058.12,1.100897192955017,9446.84032855459,9446.84032855459,322.8276012277213,961.1433354279021,10.0,1.0,36.0,14.0,1.0,1.0
61493421.0,10000.0,10000.0,0.1399,232.64,682.38,1.100897192955017,9083.500315917876,9083.500315917876,211.31855134951346,619.839894557604,10.0,1.0,60.0,14.0,1.0,1.0
39389147.0,16000.0,16000.0,0.06,359.08,3927.85,1.1287955045700073,14174.400885920331,14174.400885920331,318.10899188226705,3479.682532485136,1.0,1.0,60.0,11.0,1.0,1.0
66463837.0,28600.0,28600.0,0.18989999999999999,741.75,0.0,1.093398094177246,26156.9872421634,26156.9872421634,678.3896953452693,0.0,12.0,1.0,60.0,23.0,1.0,2.0
51526688.0,1600.0,1600.0,0.1399,54.68,381.52,1.122296690940857,1425.6479707328276,1425.6479707328276,48.72151939979438,339.9457586212427,6.0,1.0,36.0,14.0,1.0,0.0
46546565.0,18000.0,1000.0,0.2299,507.33,4046.51,1.1114321947097778,16195.31995354898,899.7399974193878,456.465092890778,3640.806896957527,4.0,1.0,60.0,26.0,1.0,4.0
57265378.0,3700.0,3700.0,0.1561,129.37,0.0,1.1340054273605347,3262.7709803928988,3262.7709803928988,114.08234641444037,0.0,8.0,1.0,36.0,16.0,1.0,4.0
55817465.0,12000.0,12000.0,0.06,361.38,2148.36,1.0939244031906128,10969.679408375936,10969.679408375936,330.3518953832413,1963.901704481544,7.0,1.0,36.0,1.0,0.0,2.0
61411398.0,5000.0,5000.0,0.06,164.96,486.87,1.100897192955017,4541.750157958938,4541.750157958938,149.8414212113813,442.2483798810936,10.0,1.0,36.0,10.0,1.0,2.0
63348442.0,16000.0,16000.0,0.06,502.72,998.17,1.100897192955017,14533.600505468601,14533.600505468601,456.64572788182346,906.6877510339746,10.0,1.0,36.0,6.0,0.0,3.0
52406414.0,15000.0,15000.0,0.06,326.07,1986.9,1.122296690940857,13365.449725620258,13365.449725620258,290.53814613553317,1770.3874706556594,6.0,1.0,60.0,9.0,0.0,3.0
66521796.0,13000.0,13000.0,0.06,396.91,392.4,1.093398094177246,11889.539655528817,11889.539655528817,363.0059372827649,358.8811816022698,12.0,1.0,36.0,2.0,0.0,3.0
41920227.0,1000.0,13200.0,0.06,420.81,4201.38,1.0830246210098267,923.3400428769446,12188.088565975668,388.55072344304705,3879.3023893423374,3.0,1.0,36.0,7.0,1.0,4.0
61340823.0,6000.0,6000.0,0.06,187.72,560.53,1.100897192955017,5450.100189550725,5450.100189550725,170.51546793041035,509.1574432081446,10.0,1.0,36.0,5.0,1.0,2.0
60337081.0,8000.0,8000.0,0.06,251.36,998.17,1.1255937814712524,7107.359805722523,7107.359805722523,223.31324509580168,886.7941671597562,9.0,1.0,36.0,6.0,1.0,2.0
58603265.0,10000.0,10000.0,0.1399,341.73,1717.97,1.1056866943836212,9044.153330952964,9044.153330952964,309.06585177865566,1553.7584097977265,0.0,1.0,36.0,14.0,1.0,1.0
58633617.0,4800.0,4800.0,0.06,150.82,598.92,1.1340054273605347,4232.783974563761,4232.783974563761,132.99759980077215,528.1456204261932,8.0,1.0,36.0,6.0,1.0,2.0
51849987.0,6000.0,6000.0,0.06,197.95,1191.54,1.122296690940857,5346.179890248103,5346.179890248103,176.379384879102,1061.6978644043709,6.0,1.0,36.0,10.0,1.0,0.0
55362062.0,19200.0,19200.0,0.06,31.42,3007.57,1.0939244031906128,17551.4870534015,17551.4870534015,28.722277250930993,2749.339891520768,7.0,1.0,36.0,6.0,1.0,1.0
44077258.0,10000.0,10000.0,0.06,329.91,2962.78,1.1114321947097778,8997.399974193877,8997.399974193877,296.83322254863026,2665.731669554214,4.0,0.0,36.0,10.0,0.0,3.0
37601431.0,15000.0,15000.0,0.1366,346.39,4133.91,1.1287955045700073,13288.50083055031,13288.50083055031,306.8669201796215,3662.2310978946825,1.0,1.0,60.0,13.0,1.0,2.0
46254202.0,18000.0,18000.0,0.06,555.13,6032.33,1.1114321947097778,16195.31995354898,16195.31995354898,499.47266476742476,5427.528578632895,4.0,1.0,36.0,4.0,1.0,4.0
60974435.0,35000.0,35000.0,0.1699,1247.68,3462.22,1.100897192955017,31792.251105712563,31792.251105712563,1133.3301674164416,3144.9076463777183,10.0,1.0,60.0,18.0,1.0,4.0
46105059.0,20000.0,20000.0,0.06,434.75,3453.58,1.1114321947097778,17994.799948387754,17994.799948387754,391.16196387807884,3107.324060287649,4.0,1.0,60.0,9.0,1.0,2.0
59142000.0,35000.0,35000.0,0.1699,1247.68,4957.68,1.1255937814712524,31094.699150036035,31094.699150036035,1108.4638353004846,4404.501945204304,9.0,1.0,36.0,18.0,0.0,3.0
43275781.0,1000.0,11200.0,0.06,253.07,2522.8,1.0830246210098267,923.3400428769446,10341.408480221779,233.66966465086836,2329.4022601699558,3.0,1.0,60.0,12.0,1.0,2.0
65261272.0,12575.0,12575.0,0.21989999999999998,347.24,331.88,1.0583018064498901,11882.24372609102,11882.24372609102,328.11056154654835,313.5967433650169,11.0,1.0,60.0,26.0,1.0,1.0
38648002.0,8550.0,8550.0,0.1924,314.45,3449.81,1.1056866943836212,7732.751097964784,7732.751097964784,284.39340149181595,3120.0610602654847,0.0,1.0,36.0,22.0,1.0,2.0
55230401.0,15000.0,15000.0,0.06,471.3,2814.17,1.0939244031906128,13712.09926046992,13712.09926046992,430.83415876396487,2572.5452250557755,7.0,1.0,36.0,6.0,0.0,3.0
65985378.0,28000.0,28000.0,0.1318,639.67,598.67,1.093398094177246,25608.23925806207,25608.23925806207,585.029371650163,547.5315927365721,12.0,1.0,60.0,13.0,0.0,0.0
61381341.0,12000.0,12000.0,0.06,371.96,1111.04,1.100897192955017,10900.20037910145,10900.20037910145,337.8698777508813,1009.2132190997396,10.0,1.0,36.0,4.0,1.0,4.0
67235852.0,14000.0,14000.0,0.06,357.04,328.73,1.093398094177246,12804.119629031034,12804.119629031034,326.5416337392315,300.6498746893837,12.0,1.0,60.0,21.0,0.0,3.0
65413434.0,3600.0,3600.0,0.1433,123.62,244.37,1.0583018064498901,3401.6761362964353,3401.6761362964353,116.80977888026814,230.90766595187773,11.0,1.0,36.0,15.0,1.0,2.0
43185993.0,20000.0,20000.0,0.1561,482.23,4322.73,1.1114321947097778,17994.799948387754,17994.799948387754,433.8816189555514,3889.33307904471,4.0,0.0,60.0,16.0,1.0,3.0
49218577.0,35000.0,35000.0,0.06,1174.07,8193.81,1.122296690940857,31186.0493597806,31186.0493597806,1046.1315706239318,7300.930374418968,6.0,1.0,36.0,12.0,1.0,1.0
54404762.0,7500.0,7500.0,0.06,31.42,1479.78,1.0939244031906128,6856.04963023496,6856.04963023496,28.722277250930993,1352.7260162438786,7.0,1.0,36.0,10.0,1.0,1.0
60596970.0,35000.0,35000.0,0.06,31.42,2273.75,1.100897192955017,31792.251105712563,31792.251105712563,28.540357992613966,2065.360884331827,10.0,1.0,60.0,12.0,1.0,2.0
59161774.0,9800.0,9800.0,0.1655,347.21,1370.82,1.1340054273605347,8641.933948067679,8641.933948067679,306.180192460059,1208.830193335728,8.0,1.0,36.0,20.0,1.0,2.0
53081746.0,14000.0,14000.0,0.06,316.33,1888.11,1.122296690940857,12474.419743912242,12474.419743912242,281.85951411369706,1682.3626187627242,6.0,0.0,60.0,12.0,0.0,2.0
39652294.0,20000.0,20000.0,0.06,673.79,6709.03,1.1287955045700073,17718.001107400414,17718.001107400414,596.9105983077662,5943.5300484791305,1.0,0.0,36.0,12.0,1.0,1.0
61682752.0,34075.0,34075.0,0.1333,31.42,2318.01,1.100897192955017,30952.02732649016,30952.02732649016,28.540357992613966,2105.5644567300797,10.0,1.0,60.0,13.0,1.0,2.0
38078645.0,1000.0,3875.0,0.1499,134.31,3687.54,1.1287955045700073,885.9000553700207,3432.8627145588302,118.98523643674748,3266.7918901791663,1.0,1.0,36.0,15.0,0.0,2.0
55491147.0,18900.0,18900.0,0.1699,673.75,20294.66,1.0939244031906128,17277.2450681921,17277.2450681921,615.9017917827739,18552.159491832565,7.0,1.0,36.0,18.0,1.0,1.0
60676961.0,13300.0,13300.0,0.06,443.6,0.0,1.1255937814712524,11815.985677013694,11815.985677013694,394.10310122731386,0.0,9.0,1.0,36.0,11.0,1.0,1.0
63450505.0,19825.0,19825.0,0.1855,31.42,926.82,1.100897192955017,18008.039376307188,18008.039376307188,28.540357992613966,841.8769762799005,10.0,1.0,60.0,22.0,0.0,3.0
38762271.0,13450.0,13450.0,0.21989999999999998,371.4,2211.97,1.1287955045700073,11915.35574472678,11915.35574472678,329.0232805644257,1959.5843454768246,1.0,0.0,60.0,25.0,1.0,4.0
54078246.0,3000.0,3000.0,0.06,100.64,3115.46,1.0939244031906128,2742.419852093984,2742.419852093984,91.99904463824618,2847.9664508015744,7.0,1.0,36.0,12.0,0.0,3.0
40107178.0,15000.0,15000.0,0.06,505.34,1536.93,1.1056866943836212,13566.229996429447,13566.229996429447,457.0372444263771,1390.023057894154,0.0,0.0,36.0,12.0,0.0,1.0
57704516.0,8500.0,8500.0,0.06,283.51,1411.75,1.1340054273605347,7495.5549549566595,7495.5549549566595,250.00762179761912,1244.923495018831,8.0,1.0,36.0,11.0,1.0,1.0
46536662.0,35000.0,35000.0,0.1655,861.4,6859.02,1.0960345268249512,31933.300588066133,31933.300588066133,785.9241464731476,6258.032782844497,5.0,1.0,60.0,17.0,1.0,3.0
